"Date","Purchase_order_ID","Product_ID","Product_Name","Category1","Category2","Quantity","Unit_of_Measure","Unit_Price","Value","Supplier","Rabat","Type_order","Seasonality","Transport_Cost","Delivery_Expected","Delivery_Reality","Timeliness","Currency","Umowa_ramowa","Notes"
"4/8/2024","PO-001570","P-0232","Xerox Paper Model 662","Office","Paper","50","op.","41.23","2061.5","EuroSupply Sp. z o.o.","2.65%","produkcjne","Q2","95.36","4/17/2024","4/17/2024","0","PLN","tak",""
"7/5/2025","PO-001571","P-0298","Navigator Paper Model 775","Office","Paper","50","op.","59.3","2965.0","OfficeLine BV","2.99%","produkcjne","Q3","46.67","7/16/2025","7/16/2025","0","EUR","nie",""
"8/19/2025","PO-001572","P-0039","Dell Monitors Model 664","IT","Monitors","1","szt.","2356.1","2356.1","OfficeLine Sp. z o.o.","2.24%","produkcjne","Q3","44.83","8/20/2025","8/20/2025","0","PLN","tak",""
"10/1/2025","PO-001573","P-0270","DeWalt Tools Model 795","Production","Tools","20","szt.","1043.77","20875.4","ITDistrib GmbH","0.00%","awaryjne","Q4","1203.38","10/6/2025","10/15/2025","9","EUR","nie",""
"1/25/2025","PO-001574","P-0084","HP Laptops 171","IT","Laptops","20","szt.","3015.74","60314.8","AutoServ BV","0.00%","katalogowe","Q1","1013.45","2/3/2025","2/3/2025","0","EUR","nie",""
"6/1/2025","PO-001575","P-0311","Brother Printers Model 576","IT","Printers","1","szt.","2183.11","2183.11","OfficeLine Sp. z o.o.","0.00%","ramowe","Q2","142.53","6/2/2025","6/9/2025","7","PLN","tak",""
"7/11/2024","PO-001576","P-0182","Castrol Oils 265L","Automotive","Oils","200","L","138.63","27726.0","AutoServ Sp. z o.o.","1.56%","produkcjne","Q3","652.59","7/17/2024","7/16/2024","-1","PLN","tak",""
"6/22/2024","PO-001577","P-0143","Xerox Toner Model 502","Office","Toner","200","szt.","584.77","116954.0","TechParts Ltd","4.57%","produkcjne","Q2","2282.9","6/29/2024","6/29/2024","0","EUR","tak",""
"5/29/2024","PO-001578","P-0091","Dell Laptops Model 530","IT","Laptops","100","szt.","7743.18","774318.0","PaperMax GmbH","4.26%","produkcjne","Q2","6000.0","6/3/2024","6/3/2024","0","EUR","tak",""
"2/15/2024","PO-001579","P-0126","Bosch Engine parts Model 267","Automotive","Engine parts","2","szt.","798.76","1597.52","EuroSupply SARL","1.50%","ramowe","Q1","24.33","2/24/2024","2/24/2024","0","EUR","tak",""
"6/26/2025","PO-001580","P-0209","Xerox Toner 115","Office","Toner","10","szt.","1255.77","12557.7","TechParts Sp. z o.o.","0.00%","ofertowe","Q2","184.83","6/29/2025","7/4/2025","5","PLN","nie",""
"11/3/2023","PO-001581","P-0264","Petzl Helmets Model 570","BHP","Helmets","1","szt.","412.35","412.35","LogiTrans SARL","0.00%","awaryjne","Q4","52.76","11/5/2023","11/4/2023","-1","EUR","nie",""
"5/30/2025","PO-001582","P-0017","Microsoft Software 999","IT","Software","5","licencja","3742.45","18712.25","AutoServ Sp. z o.o.","0.00%","ramowe","Q2","650.15","6/6/2025","6/6/2025","0","PLN","tak",""
"4/19/2025","PO-001583","P-0240","Uvex Safety glasses Model 206","BHP","Safety glasses","5","szt.","163.42","817.1","AutoServ Sp. z o.o.","4.58%","produkcjne","Q2","57.83","4/25/2025","4/28/2025","3","PLN","tak",""
"4/12/2025","PO-001584","P-0137","Asus Laptops Model 998","IT","Laptops","2","szt.","8698.23","17396.46","LogiTrans Sp. z o.o.","4.58%","produkcjne","Q2","393.59","4/15/2025","4/15/2025","0","PLN","tak",""
"2/9/2024","PO-001585","P-0059","Stabilo Pens Model 330","Office","Pens","100","szt.","Mar-58","358.0","TechParts Ltd","2.91%","produkcjne","Q1","Jun-13","2/14/2024","2/14/2024","0","EUR","tak",""
"11/18/2023","PO-001586","P-0335","Helly Hansen Workwear Model 939","BHP","Workwear","20","szt.","125.55","2511.0","OfficeLine Sp. z o.o.","4.70%","produkcjne","Q4","38.52","11/20/2023","11/20/2023","0","PLN","nie",""
"6/14/2024","PO-001587","P-0194","ABB Motors 403","Production","Motors","50","szt.","7570.49","378524.5","EuroSupply Sp. z o.o.","1.22%","produkcjne","Q2","6000.0","6/26/2024","6/26/2024","0","PLN","tak",""
"12/8/2024","PO-001588","P-0281","Bosch Tools 232","Production","Tools","20","szt.","100.9","2018.0","AutoServ GmbH","2.33%","produkcjne","Q4","154.6","12/15/2024","12/15/2024","0","EUR","tak",""
"9/17/2025","PO-001589","P-0255","LG Monitors 764","IT","Monitors","50","szt.","1835.34","91767.0","AutoServ Sp. z o.o.","4.58%","produkcjne","Q3","522.66","9/18/2025","9/18/2025","0","PLN","nie",""
"2/14/2025","PO-001590","P-0142","Gates Engine parts Model 699","Automotive","Engine parts","200","szt.","828.8","165760.0","IndustrialCo Sp. z o.o.","1.70%","ramowe","Q1","1515.89","2/22/2025","2/22/2025","0","PLN","tak",""
"8/26/2025","PO-001591","P-0017","Microsoft Software 999","IT","Software","1","licencja","3616.48","3616.48","AutoServ Sp. z o.o.","0.00%","ramowe","Q3","205.8","8/31/2025","8/31/2025","0","PLN","tak",""
"10/27/2024","PO-001592","P-0239","ABB Motors Model 115","Production","Motors","2","szt.","2344.37","4688.74","SafeGear GmbH","1.39%","produkcjne","Q4","169.49","11/1/2024","11/1/2024","0","EUR","tak",""
"8/12/2025","PO-001593","P-0222","Wurth Screws Model 983","Production","Screws","20","szt.","0.59","11-Aug","TechParts Sp. z o.o.","4.15%","produkcjne","Q3","Jan-21","8/14/2025","8/17/2025","3","PLN","tak",""
"6/1/2025","PO-001594","P-0020","3M Helmets 338","BHP","Helmets","2","szt.","156.75","313.5","EuroSupply SARL","3.55%","produkcjne","Q2","37.6","6/10/2025","6/10/2025","0","EUR","tak",""
"5/26/2024","PO-001595","P-0168","Dell Monitors 143","IT","Monitors","5","szt.","2455.73","12278.65","EuroSupply S.r.l.","1.33%","produkcjne","Q2","320.41","5/31/2024","5/31/2024","0","EUR","tak",""
"7/5/2024","PO-001596","P-0341","Profim Office chairs Model 501","Office","Office chairs","100","szt.","2297.62","229762.0","ITDistrib Sp. z o.o.","0.00%","ramowe","Q3","6000.0","7/14/2024","7/14/2024","0","PLN","tak",""
"6/19/2025","PO-001597","P-0220","Castrol Oils 610L","Automotive","Oils","10","L","92.14","921.4","SafeGear GmbH","0.00%","awaryjne","Q2","51.73","6/25/2025","6/25/2025","0","EUR","nie",""
"2/25/2024","PO-001598","P-0117","REX Screws Model 988","Production","Screws","100","szt.","Jan-81","181.0","EuroSupply Sp. z o.o.","4.69%","produkcjne","Q1","17-Feb","3/6/2024","3/16/2024","10","PLN","tak",""
"9/10/2024","PO-001599","P-0320","Portwest Workwear Model 102","BHP","Workwear","1","szt.","307.1","307.1","PaperMax Sp. z o.o.","4.60%","produkcjne","Q3","35.08","9/20/2024","9/18/2024","-2","PLN","nie",""
"7/29/2024","PO-001600","P-0248","Castrol Oils 808L","Automotive","Oils","20","L","145.91","2918.2","TechParts Sp. z o.o.","0.00%","ramowe","Q3","61.66","8/1/2024","7/29/2024","-3","PLN","tak",""
"3/31/2024","PO-001601","P-0161","Mahle Filters Model 612","Automotive","Filters","5","szt.","244.29","1221.45","AutoServ SARL","1.87%","produkcjne","Q1","13.45","4/12/2024","4/12/2024","0","EUR","tak",""
"12/17/2023","PO-001602","P-0170","DeWalt Tools 112","Production","Tools","20","szt.","1646.82","32936.4","ProMech SARL","3.49%","produkcjne","Q4","392.33","12/18/2023","12/18/2023","0","EUR","nie",""
"2/11/2024","PO-001603","P-0259","3M Safety glasses 288","BHP","Safety glasses","5","szt.","73.1","365.5","PaperMax Sp. z o.o.","0.00%","ramowe","Q1","20.23","2/18/2024","2/18/2024","0","PLN","tak",""
"10/12/2024","PO-001604","P-0132","IKEA Office chairs Model 453","Office","Office chairs","1","szt.","1227.67","1227.67","ProMech Sp. z o.o.","0.00%","katalogowe","Q4","66.38","10/19/2024","10/19/2024","0","PLN","nie",""
"7/24/2025","PO-001605","P-0271","Honeywell Safety glasses Model 521","BHP","Safety glasses","20","szt.","27.15","543.0","PaperMax S.r.l.","4.58%","produkcjne","Q3","Apr-39","7/29/2025","8/3/2025","5","EUR","tak",""
"10/21/2024","PO-001606","P-0270","DeWalt Tools Model 795","Production","Tools","5","szt.","1172.33","5861.65","ITDistrib GmbH","4.58%","produkcjne","Q4","282.92","10/22/2024","10/22/2024","0","EUR","tak",""
"12/2/2024","PO-001607","P-0274","Castrol Oils 486L","Automotive","Oils","200","L","166.25","33250.0","TechParts Sp. z o.o.","4.57%","produkcjne","Q4","1247.97","12/7/2024","12/6/2024","-1","PLN","nie",""
"8/22/2024","PO-001608","P-0002","Navigator Paper 643 op.","Office","Paper","5","op.","26-Mar","130.15","PaperMax GmbH","3.59%","produkcjne","Q3","Feb-96","8/30/2024","8/30/2024","0","EUR","tak",""
"10/25/2025","PO-001609","P-0318","Microsoft Software Model 749","IT","Software","5","licencja","2215.93","11079.65","OfficeLine Ltd","0.00%","ramowe","Q4","202.61","11/1/2025","11/1/2025","0","EUR","tak",""
"4/3/2024","PO-001610","P-0228","Shell Oils 725L","Automotive","Oils","5","L","97.81","489.05","ProMech Sp. z o.o.","0.00%","ofertowe","Q2","25.99","4/12/2024","4/12/2024","0","PLN","nie",""
"3/3/2024","PO-001611","P-0025","BIC Pens Model 740","Office","Pens","20","szt.","Apr-41","88.2","LogiTrans S.r.l.","0.00%","ramowe","Q1","Jan-71","3/9/2024","3/9/2024","0","EUR","tak",""
"3/14/2024","PO-001612","P-0023","Mahle Filters 477","Automotive","Filters","50","szt.","134.01","6700.5","ProMech Sp. z o.o.","0.00%","ramowe","Q1","81.74","3/23/2024","3/23/2024","0","PLN","nie",""
"2/12/2024","PO-001613","P-0091","Dell Laptops Model 530","IT","Laptops","200","szt.","7781.07","1556214.0","PaperMax GmbH","3.63%","ramowe","Q1","6000.0","2/22/2024","2/22/2024","0","EUR","tak",""
"5/29/2024","PO-001614","P-0196","Castrol Oils 371L","Automotive","Oils","10","L","62.97","629.7","IndustrialCo Sp. z o.o.","3.55%","produkcjne","Q2","13.37","6/8/2024","6/8/2024","0","PLN","tak",""
"4/7/2024","PO-001615","P-0240","Uvex Safety glasses Model 206","BHP","Safety glasses","200","szt.","163.3","32660.0","AutoServ Sp. z o.o.","1.73%","produkcjne","Q2","570.5","4/10/2024","4/10/2024","0","PLN","tak",""
"2/6/2024","PO-001616","P-0054","SKF Bearings Model 107","Automotive","Bearings","10","szt.","280.92","2809.2","TechParts Sp. z o.o.","1.56%","produkcjne","Q1","42.27","2/8/2024","2/8/2024","0","PLN","tak",""
"7/22/2025","PO-001617","P-0081","3M Helmets 757","BHP","Helmets","20","szt.","53.74","1074.8","PaperMax BV","4.59%","produkcjne","Q3","50.1","7/30/2025","7/30/2025","0","EUR","nie",""
"5/7/2025","PO-001618","P-0155","ABB Motors Model 536","Production","Motors","200","szt.","6943.08","1388616.0","LogiTrans SARL","0.00%","awaryjne","Q2","6000.0","5/10/2025","5/10/2025","0","EUR","nie",""
"8/30/2025","PO-001619","P-0339","ABB Motors 501","Production","Motors","20","szt.","5887.19","117743.8","PaperMax Sp. z o.o.","3.48%","produkcjne","Q3","1734.83","9/11/2025","9/8/2025","-3","PLN","tak",""
"9/2/2024","PO-001620","P-0097","Microsoft Software 656","IT","Software","5","licencja","6686.33","33431.65","AutoServ Sp. z o.o.","0.00%","ramowe","Q3","495.22","9/11/2024","9/11/2024","0","PLN","nie",""
"12/21/2024","PO-001621","P-0032","Gates Engine parts Model 115","Automotive","Engine parts","100","szt.","2048.12","204812.0","AutoServ GmbH","4.58%","produkcjne","Q4","3953.77","12/30/2024","1/7/2025","8","EUR","tak",""
"9/4/2024","PO-001622","P-0004","Bosch Tools Model 429","Production","Tools","100","szt.","64.5","6450.0","OfficeLine Ltd","4.33%","produkcjne","Q3","115.47","9/9/2024","9/9/2024","0","EUR","tak",""
"7/31/2024","PO-001623","P-0222","Wurth Screws Model 983","Production","Screws","1","szt.","0.54","0.54","TechParts Sp. z o.o.","1.36%","produkcjne","Q3","0.03","8/3/2024","8/3/2024","0","PLN","tak",""
"1/24/2024","PO-001624","P-0310","Microsoft Software 380","IT","Software","10","licencja","18731.58","187315.8","PaperMax GmbH","4.58%","produkcjne","Q1","3440.05","1/31/2024","1/31/2024","0","EUR","tak",""
"5/31/2024","PO-001625","P-0023","Mahle Filters 477","Automotive","Filters","20","szt.","139.66","2793.2","ProMech Sp. z o.o.","4.69%","ramowe","Q2","14-May","6/5/2024","6/5/2024","0","PLN","tak",""
"10/9/2024","PO-001626","P-0255","LG Monitors 764","IT","Monitors","50","szt.","1988.84","99442.0","LogiTrans Sp. z o.o.","0.00%","ramowe","Q4","1477.97","10/14/2024","10/11/2024","-3","PLN","nie",""
"11/6/2024","PO-001627","P-0346","Bosch Filters Model 779","Automotive","Filters","2","szt.","43.42","86.84","IndustrialCo Sp. z o.o.","1.45%","produkcjne","Q4","2-May","11/12/2024","11/12/2024","0","PLN","tak",""
"10/27/2024","PO-001628","P-0343","3M Helmets 439","BHP","Helmets","5","szt.","292.08","1460.4","ITDistrib BV","0.00%","katalogowe","Q4","17.56","10/30/2024","10/30/2024","0","EUR","nie",""
"9/6/2024","PO-001629","P-0205","Siemens Sensors 598","Production","Sensors","10","szt.","273.15","2731.5","EuroSupply Sp. z o.o.","0.00%","awaryjne","Q3","117.37","9/12/2024","9/12/2024","0","PLN","nie",""
"4/13/2024","PO-001630","P-0131","Castrol Oils 773L","Automotive","Oils","10","L","77.94","779.4","ProMech Sp. z o.o.","4.59%","produkcjne","Q2","24-Jun","4/23/2024","4/23/2024","0","PLN","tak",""
"3/7/2025","PO-001631","P-0079","3M Safety glasses 207","BHP","Safety glasses","10","szt.","94.1","941.0","OfficeLine S.r.l.","4.59%","ramowe","Q1","30.69","3/19/2025","3/18/2025","-1","EUR","tak",""
"10/9/2024","PO-001632","P-0147","BIC Pens 969","Office","Pens","100","szt.","Feb-13","213.0","TechParts Sp. z o.o.","0.00%","ofertowe","Q4","Jun-97","10/15/2024","10/12/2024","-3","PLN","nie",""
"6/30/2025","PO-001633","P-0217","Microsoft Software Model 547","IT","Software","50","licencja","2538.07","126903.5","AutoServ Sp. z o.o.","0.00%","ramowe","Q2","4433.23","7/3/2025","7/3/2025","0","PLN","nie",""
"4/30/2025","PO-001634","P-0079","3M Safety glasses 207","BHP","Safety glasses","20","szt.","101.5","2030.0","OfficeLine S.r.l.","0.00%","produkcjne","Q2","38.54","5/12/2025","5/12/2025","0","EUR","tak",""
"11/24/2024","PO-001635","P-0240","Uvex Safety glasses Model 206","BHP","Safety glasses","20","szt.","168.35","3367.0","AutoServ Sp. z o.o.","3.34%","produkcjne","Q4","152.78","11/30/2024","12/6/2024","6","PLN","tak",""
"6/19/2025","PO-001636","P-0282","3M Safety glasses 493","BHP","Safety glasses","2","szt.","317.26","634.52","IndustrialCo SARL","2.83%","produkcjne","Q2","33.01","7/7/2025","7/7/2025","0","EUR","tak","price anomaly"
"6/12/2024","PO-001637","P-0025","BIC Pens Model 740","Office","Pens","100","szt.","Apr-24","424.0","LogiTrans S.r.l.","2.91%","produkcjne","Q2","41.44","6/16/2024","6/16/2024","0","EUR","tak",""
"4/3/2024","PO-001638","P-0334","Petzl Helmets Model 772","BHP","Helmets","5","szt.","328.45","1642.25","TechParts Sp. z o.o.","2.07%","produkcjne","Q2","37.67","4/11/2024","4/9/2024","-2","PLN","nie",""
"9/23/2025","PO-001639","P-0233","BIC Pens Model 395","Office","Pens","2","szt.","Feb-61","May-22","IndustrialCo Sp. z o.o.","2.40%","produkcjne","Q3","0.08","9/30/2025","10/9/2025","9","PLN","tak",""
"8/26/2025","PO-001640","P-0055","Mann Filters Model 376","Automotive","Filters","2","szt.","303.54","607.08","TechParts Sp. z o.o.","2.79%","katalogowe","Q3","40.83","8/30/2025","8/30/2025","0","PLN","nie",""
"10/25/2024","PO-001641","P-0196","Castrol Oils 371L","Automotive","Oils","200","L","55.14","11028.0","IndustrialCo Sp. z o.o.","4.21%","produkcjne","Q4","105.2","10/31/2024","10/30/2024","-1","PLN","tak",""
"6/26/2024","PO-001642","P-0140","HP Toner 893","Office","Toner","20","szt.","582.27","11645.4","EuroSupply Sp. z o.o.","0.00%","ramowe","Q2","403.1","7/5/2024","7/5/2024","0","PLN","tak",""
"1/18/2024","PO-001643","P-0202","Nowy Styl Office chairs 612","Office","Office chairs","20","szt.","1084.64","21692.8","SafeGear GmbH","0.00%","ofertowe","Q1","739.23","1/22/2024","1/22/2024","0","EUR","nie",""
"11/12/2024","PO-001644","P-0235","Brother Printers 970","IT","Printers","20","szt.","1657.16","33143.2","OfficeLine Ltd","2.29%","produkcjne","Q4","420.47","11/15/2024","11/13/2024","-2","EUR","tak",""
"7/14/2025","PO-001645","P-0082","Makita Tools 948","Production","Tools","10","szt.","1065.65","10656.5","SafeGear GmbH","1.43%","produkcjne","Q3","73.35","7/21/2025","7/21/2025","0","EUR","nie",""
"4/12/2024","PO-001646","P-0220","Castrol Oils 610L","Automotive","Oils","1","L","78.33","78.33","PaperMax Sp. z o.o.","1.32%","produkcjne","Q2","2-Mar","4/20/2024","4/24/2024","4","PLN","tak",""
"3/19/2024","PO-001647","P-0344","Mahle Filters Model 459","Automotive","Filters","2","szt.","167.39","334.78","ProMech Sp. z o.o.","4.58%","produkcjne","Q1","Nov-18","3/24/2024","3/24/2024","0","PLN","tak",""
"11/1/2025","PO-001648","P-0304","Bosch Filters 223","Automotive","Filters","10","szt.","126.59","1265.9","IndustrialCo Ltd","0.00%","katalogowe","Q4","20.41","11/15/2025","11/15/2025","0","EUR","nie",""
"11/13/2024","PO-001649","P-0143","Xerox Toner Model 502","Office","Toner","10","szt.","602.17","6021.7","TechParts Ltd","3.49%","produkcjne","Q4","357.56","11/17/2024","11/19/2024","2","EUR","tak",""
"2/20/2025","PO-001650","P-0065","3M Helmets 818","BHP","Helmets","10","szt.","149.84","1498.4","EuroSupply S.r.l.","0.00%","ramowe","Q1","18-Apr","2/26/2025","2/26/2025","0","EUR","tak",""
"12/31/2023","PO-001651","P-0340","HP Toner Model 839","Office","Toner","1","szt.","694.14","694.14","IndustrialCo Sp. z o.o.","3.09%","produkcjne","Q4","52.8","1/4/2024","1/4/2024","0","PLN","tak",""
"3/9/2025","PO-001652","P-0126","Bosch Engine parts Model 267","Automotive","Engine parts","50","szt.","844.41","42220.5","EuroSupply SARL","4.44%","produkcjne","Q1","458.03","3/18/2025","3/18/2025","0","EUR","tak",""
"5/28/2024","PO-001653","P-0067","Bosch Engine parts 487","Automotive","Engine parts","10","szt.","1009.67","10096.7","SafeGear GmbH","0.00%","ramowe","Q2","230.21","6/1/2024","6/1/2024","0","EUR","nie",""
"9/11/2024","PO-001654","P-0259","3M Safety glasses 288","BHP","Safety glasses","1","szt.","77.67","77.67","PaperMax Sp. z o.o.","4.59%","produkcjne","Q3","5-Feb","9/19/2024","9/19/2024","0","PLN","tak",""
"6/24/2025","PO-001655","P-0307","Brother Printers 638","IT","Printers","20","szt.","1287.74","25754.8","LogiTrans Sp. z o.o.","0.00%","ramowe","Q2","384.19","6/28/2025","7/5/2025","7","PLN","nie",""
"2/22/2024","PO-001656","P-0028","Wurth Screws 413","Production","Screws","20","szt.","0.51","10-Feb","SafeGear GmbH","0.00%","ramowe","Q1","0.52","3/2/2024","3/2/2024","0","EUR","tak",""
"1/12/2024","PO-001657","P-0188","Wurth Screws 342","Production","Screws","5","szt.","0.76","3-Aug","IndustrialCo Ltd","2.68%","produkcjne","Q1","0.22","1/22/2024","1/22/2024","0","EUR","tak",""
"6/12/2025","PO-001658","P-0177","Portwest Workwear Model 185","BHP","Workwear","50","szt.","202.29","10114.5","IndustrialCo Sp. z o.o.","4.19%","ramowe","Q2","60.26","6/16/2025","6/16/2025","0","PLN","tak",""
"5/15/2025","PO-001659","P-0151","Portwest Workwear 229","BHP","Workwear","100","szt.","525.43","52543.0","EuroSupply SARL","2.99%","produkcjne","Q2","844.74","5/23/2025","5/23/2025","0","EUR","tak",""
"10/17/2025","PO-001660","P-0171","Castrol Oils 702L","Automotive","Oils","200","L","36.79","7358.0","IndustrialCo Sp. z o.o.","0.00%","ramowe","Q4","71.04","10/24/2025","10/24/2025","0","PLN","nie",""
"8/12/2024","PO-001661","P-0013","Honeywell Safety glasses 887","BHP","Safety glasses","50","szt.","130.14","6507.0","SafeGear Sp. z o.o.","3.09%","produkcjne","Q3","225.29","8/23/2024","8/23/2024","0","PLN","nie",""
"8/1/2024","PO-001662","P-0298","Navigator Paper Model 775","Office","Paper","50","op.","70.68","3534.0","ITDistrib Sp. z o.o.","0.00%","awaryjne","Q3","192.94","8/10/2024","8/10/2024","0","PLN","nie",""
"11/14/2023","PO-001663","P-0057","Uvex Safety glasses 501","BHP","Safety glasses","2","szt.","110.49","220.98","ITDistrib Sp. z o.o.","1.58%","produkcjne","Q4","14.93","11/23/2023","11/27/2023","4","PLN","nie",""
"11/4/2024","PO-001664","P-0018","Siemens Motors 796","Production","Motors","5","szt.","7110.86","35554.3","AutoServ Sp. z o.o.","2.65%","produkcjne","Q4","249.64","11/12/2024","11/12/2024","0","PLN","tak",""
"1/28/2025","PO-001665","P-0173","Total Oils 428L","Automotive","Oils","1","L","199.13","199.13","IndustrialCo Sp. z o.o.","0.00%","katalogowe","Q1","3-May","2/2/2025","2/2/2025","0","PLN","nie",""
"5/9/2024","PO-001666","P-0109","Siemens Motors 555","Production","Motors","20","szt.","1924.02","38480.4","IndustrialCo Ltd","4.58%","produkcjne","Q2","1046.27","5/12/2024","5/12/2024","0","EUR","tak",""
"5/14/2025","PO-001667","P-0050","Portwest Workwear 502","BHP","Workwear","10","szt.","764.8","7648.0","IndustrialCo Sp. z o.o.","4.32%","produkcjne","Q2","301.12","5/18/2025","5/18/2025","0","PLN","tak",""
"4/24/2024","PO-001668","P-0079","3M Safety glasses 207","BHP","Safety glasses","50","szt.","97.6","4880.0","OfficeLine S.r.l.","0.00%","ramowe","Q2","37.94","5/4/2024","5/13/2024","9","EUR","tak",""
"3/16/2024","PO-001669","P-0236","Brother Printers Model 421","IT","Printers","100","szt.","4734.55","473455.0","ITDistrib SARL","4.57%","produkcjne","Q1","6000.0","3/18/2024","3/18/2024","0","EUR","tak",""
"4/3/2025","PO-001670","P-0300","ABB Motors Model 154","Production","Motors","10","szt.","4821.76","48217.6","ITDistrib GmbH","2.00%","produkcjne","Q2","407.1","4/4/2025","4/4/2025","0","EUR","nie",""
"8/15/2024","PO-001671","P-0003","Papyrus Paper Model 522","Office","Paper","20","op.","53.74","1074.8","AutoServ SARL","2.18%","produkcjne","Q3","70.8","8/31/2024","9/1/2024","1","EUR","tak",""
"11/11/2023","PO-001672","P-0327","WEG Motors Model 109","Production","Motors","200","szt.","875.25","175050.0","AutoServ GmbH","0.00%","katalogowe","Q4","1542.17","11/21/2023","11/21/2023","0","EUR","nie",""
"12/3/2023","PO-001673","P-0058","Xerox Toner 562","Office","Toner","5","szt.","927.35","4636.75","LogiTrans Sp. z o.o.","0.00%","ramowe","Q4","160.72","12/8/2023","12/12/2023","4","PLN","tak",""
"9/3/2025","PO-001674","P-0136","Makita Tools Model 634","Production","Tools","5","szt.","573.46","2867.3","ProMech SARL","1.91%","produkcjne","Q3","46.27","9/4/2025","9/4/2025","0","EUR","nie",""
"3/7/2025","PO-001675","P-0008","SKF Bearings Model 874","Automotive","Bearings","100","szt.","206.25","20625.0","IndustrialCo Ltd","2.51%","produkcjne","Q1","704.61","3/17/2025","3/17/2025","0","EUR","tak",""
"7/15/2024","PO-001676","P-0186","Siemens Motors 526","Production","Motors","1","szt.","1566.77","1566.77","OfficeLine Ltd","2.54%","produkcjne","Q3","88.8","7/23/2024","7/25/2024","2","EUR","tak",""
"1/16/2024","PO-001677","P-0108","Mahle Filters 440","Automotive","Filters","2","szt.","236.04","472.08","IndustrialCo Ltd","4.58%","produkcjne","Q1","18.43","1/23/2024","1/23/2024","0","EUR","tak",""
"2/10/2024","PO-001678","P-0224","Mann Filters Model 604","Automotive","Filters","1","szt.","27-Jul","27-Jul","PaperMax S.r.l.","1.67%","produkcjne","Q1","0.69","2/15/2024","2/15/2024","0","EUR","tak",""
"1/29/2024","PO-001679","P-0215","Microsoft Software 204","IT","Software","1","licencja","16209.14","16209.14","EuroSupply S.r.l.","2.76%","ramowe","Q1","161.2","2/3/2024","2/3/2024","0","EUR","tak",""
"11/10/2024","PO-001680","P-0346","Bosch Filters Model 779","Automotive","Filters","1","szt.","43.14","43.14","IndustrialCo Sp. z o.o.","4.59%","produkcjne","Q4","Mar-42","11/14/2024","11/14/2024","0","PLN","tak",""
"3/26/2025","PO-001681","P-0240","Uvex Safety glasses Model 206","BHP","Safety glasses","5","szt.","160.78","803.9","AutoServ Sp. z o.o.","2.10%","ramowe","Q1","Jul-45","3/28/2025","3/28/2025","0","PLN","tak",""
"1/16/2024","PO-001682","P-0129","Xerox Paper 768 op.","Office","Paper","100","op.","67.69","6769.0","LogiTrans S.r.l.","0.00%","katalogowe","Q1","249.94","1/27/2024","1/27/2024","0","EUR","nie",""
"12/5/2024","PO-001683","P-0041","Mahle Filters 384","Automotive","Filters","50","szt.","76.98","3849.0","LogiTrans Ltd","1.45%","produkcjne","Q4","222.79","12/13/2024","12/13/2024","0","EUR","tak",""
"3/24/2025","PO-001684","P-0091","Dell Laptops Model 530","IT","Laptops","10","szt.","7976.69","79766.9","LogiTrans Sp. z o.o.","0.00%","awaryjne","Q1","3619.12","3/26/2025","3/23/2025","-3","PLN","nie",""
"9/14/2025","PO-001685","P-0053","Brother Toner Model 588","Office","Toner","100","szt.","287.19","28719.0","AutoServ SARL","1.58%","produkcjne","Q3","484.09","10/2/2025","10/2/2025","0","EUR","tak",""
"1/31/2025","PO-001686","P-0275","Siemens Motors 640","Production","Motors","20","szt.","2184.34","43686.8","SafeGear GmbH","0.00%","ramowe","Q1","737.31","2/7/2025","2/17/2025","10","EUR","tak",""
"4/4/2025","PO-001687","P-0283","3M Helmets Model 904","BHP","Helmets","100","szt.","268.74","26874.0","SafeGear Sp. z o.o.","4.57%","produkcjne","Q2","434.31","4/16/2025","4/17/2025","1","PLN","nie",""
"10/10/2024","PO-001688","P-0302","Mahle Filters Model 686","Automotive","Filters","100","szt.","44.4","4440.0","AutoServ SARL","2.88%","produkcjne","Q4","46.28","10/22/2024","10/22/2024","0","EUR","tak",""
"7/31/2025","PO-001689","P-0129","Xerox Paper 768 op.","Office","Paper","10","op.","61.31","613.1","LogiTrans S.r.l.","4.33%","produkcjne","Q3","15.47","8/6/2025","8/6/2025","0","EUR","tak",""
"5/21/2025","PO-001690","P-0025","BIC Pens Model 740","Office","Pens","100","szt.","4-Sep","409.0","LogiTrans Sp. z o.o.","1.76%","produkcjne","Q2","40.92","5/23/2025","5/24/2025","1","PLN","nie",""
"1/1/2025","PO-001691","P-0333","Siemens Sensors 799","Production","Sensors","200","szt.","467.02","93404.0","PaperMax Sp. z o.o.","4.57%","katalogowe","Q1","377.55","1/13/2025","1/23/2025","10","PLN","nie",""
"4/7/2024","PO-001692","P-0301","Mann Filters 123","Automotive","Filters","200","szt.","165.99","33198.0","PaperMax Sp. z o.o.","0.00%","ramowe","Q2","144.44","4/16/2024","4/16/2024","0","PLN","nie",""
"12/28/2024","PO-001693","P-0203","NTN Bearings 209","Automotive","Bearings","20","szt.","80.5","1610.0","ITDistrib SARL","1.14%","katalogowe","Q4","63.27","12/31/2024","12/31/2024","0","EUR","nie",""
"12/6/2024","PO-001694","P-0302","Mahle Filters Model 686","Automotive","Filters","50","szt.","43.23","2161.5","AutoServ SARL","3.39%","produkcjne","Q4","118.03","12/22/2024","12/26/2024","4","EUR","tak",""
